Date,Up 4-5%+ today,Down 4-5%+ today,Up 20%+ in 5d,Down 20%+ in 5d,Above 20dma,Below 20dma,Above 50dma,Below 50dma,Above 200dma,Below 200dma
24th Nov 2023,82,14,31,0,1226,606,1289,545,1508,326
23rd Nov 2023,105,16,36,1,1238,594,1289,545,1493,341
22nd Nov 2023,72,29,27,0,1212,619,1264,568,1480,352
21st Nov 2023,119,26,36,0,1242,591,1279,555,1493,341
20th Nov 2023,118,22,27,2,1193,642,1248,588,1481,355
17th Nov 2023,116,17,32,0,1224,609,1253,581,1478,356
16th Nov 2023,100,10,38,0,1269,564,1272,562,1472,362
15th Nov 2023,144,19,32,1,1243,588,1255,578,1462,371
13th Nov 2023,104,15,25,0,1124,710,1153,682,1437,398
12th Nov 2023,88,12,23,0,1222,608,1219,612,1450,381
10th Nov 2023,88,46,22,0,1036,791,1076,752,1416,412
9th Nov 2023,70,65,24,1,1052,776,1091,738,1413,416
8th Nov 2023,95,36,39,1,1168,659,1163,665,1440,388
7th Nov 2023,107,32,32,1,1140,687,1136,692,1441,387
6th Nov 2023,157,26,26,0,1123,702,1117,709,1447,379
3rd Nov 2023,116,23,18,0,920,904,980,845,1411,414
2nd Nov 2023,103,22,25,0,772,1052,891,934,1381,444
1st Nov 2023,66,34,23,1,594,1230,781,1044,1326,499
31st Oct 2023,90,23,19,1,638,1186,804,1020,1365,459
30th Oct 2023,103,33,9,3,582,1244,790,1036,1351,475
27th Oct 2023,213,16,10,2,522,1299,763,1058,1339,482
26th Oct 2023,95,46,8,6,323,1498,566,1255,1245,576
25th Oct 2023,47,123,7,8,338,1485,577,1246,1279,544
23rd Oct 2023,16,776,12,6,368,1457,672,1153,1341,484
20th Oct 2023,59,60,30,0,937,886,1200,623,1525,298
